Model,Params,Threads,Recall,RR@10,IndexSec,LoadSec,ConvertSec,SearchSecMedian,SearchSecRuns,AmortizedUsPerQuery,QPS,LatencyUsSingleThread,PeakRSSGB,IndexBytes,NumQueries,K,ResultsOrdered,Host,JobID
PyANNS,ef=600 budget=0.1,64,0.9800695249130938,1.0,1346.2521231869468,1.8674650769680738,0.0,0.5158002430107445,0.513408;0.515763;0.515800;0.517724;0.522146,149.42069612130487,6692.513326187193,,12.664539337158203,365348876,3452,10,True,nid005966,56586024
PyANNS,ef=600 budget=0.07,64,0.9801853997682503,1.0,1346.2521231869468,1.8674650769680738,0.0,0.5167670120717958,0.526144;0.516082;0.516767;0.526547;0.513253,149.70075668360246,6679.992954969047,,12.664539337158203,365348876,3452,10,True,nid005966,56586024
SEISMIC,n_postings=2000 summary_energy=0.4 query_cut=3 heap_factor=0.9,64,0.7923522595596756,0.9863847045191193,82.55562368500978,0.20571000000927597,9.337174967047758,0.03264939005021006,0.036273;0.032649;0.037472;0.031968;0.032597,9.45810835753478,105729.38712457786,,5.758502960205078,3339312700,3452,10,True,nid006031,56586023
SEISMIC,n_postings=3500 summary_energy=0.4 query_cut=3 heap_factor=0.9,64,0.8298957126303592,0.9936268829663963,123.14162900205702,0.2096702380804345,0.0,0.03429273492656648,0.034293;0.030687;0.036628;0.034053;0.034744,9.934164231334439,100662.72075971829,,5.455936431884766,4295010141,3452,10,True,nid006031,56586023
SEISMIC,n_postings=2000 summary_energy=0.4 query_cut=5 heap_factor=0.9,64,0.8419756662804172,0.9953650057937428,82.55562368500978,0.20571000000927597,9.337174967047758,0.03822359093464911,0.038224;0.042013;0.036529;0.036396;0.042972,11.072882657777843,90310.71952140462,,5.758502960205078,3339312700,3452,10,True,nid006031,56586023
SEISMIC,n_postings=6000 summary_energy=0.4 query_cut=3 heap_factor=0.9,64,0.8532734646581692,0.9959443800695249,175.17059593100566,0.20979921496473253,0.0,0.03847249399404973,0.038472;0.035472;0.041195;0.038456;0.040660,11.14498667266794,89726.44197524332,,7.645214080810547,5793220096,3452,10,True,nid006031,56586023
SEISMIC,n_postings=2000 summary_energy=0.4 query_cut=10 heap_factor=0.9,64,0.8720162224797219,0.9979721900347625,82.55562368500978,0.20571000000927597,9.337174967047758,0.04285686498042196,0.048647;0.042139;0.042857;0.047552;0.042400,12.415082555162794,80547.18891773712,,5.758502960205078,3339312700,3452,10,True,nid006031,56586023
SEISMIC,n_postings=3500 summary_energy=0.4 query_cut=5 heap_factor=0.9,64,0.8785921205098494,0.9985515643105446,123.14162900205702,0.2096702380804345,0.0,0.040927094989456236,0.040549;0.045970;0.040927;0.039866;0.046392,11.856053009691841,84345.10196458641,,5.475639343261719,4295010141,3452,10,True,nid006031,56586023
SEISMIC,n_postings=2000 summary_energy=0.5 query_cut=3 heap_factor=0.9,64,0.879316338354577,0.9918887601390498,82.45542288792785,0.20645296899601817,0.0,0.042909880983643234,0.046185;0.042910;0.046398;0.042063;0.040523,12.430440609398387,80447.67127915978,,4.555652618408203,3747009431,3452,10,True,nid006031,56586023
SEISMIC,n_postings=6000 summary_energy=0.4 query_cut=5 heap_factor=0.9,64,0.9007821552723059,0.9994206257242179,175.17059593100566,0.20979921496473253,0.0,0.04657226300332695,0.046572;0.048734;0.044533;0.044084;0.048450,13.491385574544308,74121.37133541056,,7.662635803222656,5793220096,3452,10,True,nid006031,56586023
SEISMIC,n_postings=3500 summary_energy=0.4 query_cut=10 heap_factor=0.9,64,0.9077636152954809,1.0,123.14162900205702,0.2096702380804345,0.0,0.046944802976213396,0.048163;0.044081;0.046624;0.051373;0.046945,13.599305613039801,73533.16621115876,,5.48486328125,4295010141,3452,10,True,nid006031,56586023
SEISMIC,n_postings=3500 summary_energy=0.5 query_cut=3 heap_factor=0.9,64,0.9168887601390499,0.9971031286210892,124.87677235505544,0.20706049993168563,0.0,0.04726968507748097,0.045643;0.042861;0.049298;0.047270;0.048126,13.693419779108046,73027.77656211876,,6.1865692138671875,4965881817,3452,10,True,nid006031,56586023
SEISMIC,n_postings=2000 summary_energy=0.4 query_cut=10 heap_factor=0.8,64,0.9198435689455389,0.9988412514484357,82.55562368500978,0.20571000000927597,9.337174967047758,0.056156795006245375,0.057250;0.056157;0.061810;0.055809;0.055382,16.267901218495183,61470.74453974968,,5.758502960205078,3339312700,3452,10,True,nid006031,56586023
SEISMIC,n_postings=2000 summary_energy=0.5 query_cut=5 heap_factor=0.9,64,0.923117033603708,0.9985515643105446,82.45542288792785,0.20645296899601817,0.0,0.05019960692152381,0.050200;0.053856;0.049151;0.049248;0.054416,14.542180452353362,68765.47868983223,,4.565982818603516,3747009431,3452,10,True,nid006031,56586023
SEISMIC,n_postings=2000 summary_energy=0.4 query_cut=20 heap_factor=0.8,64,0.9285631517960603,0.9988412514484357,82.55562368500978,0.20571000000927597,9.337174967047758,0.06318765005562454,0.063188;0.068176;0.062586;0.062926;0.068261,18.30464949467687,54630.928622304826,,5.758502960205078,3339312700,3452,10,True,nid006031,56586023
SEISMIC,n_postings=6000 summary_energy=0.4 query_cut=10 heap_factor=0.9,64,0.9312862108922364,0.9997103128621089,175.17059593100566,0.20979921496473253,0.0,0.05223541799932718,0.056730;0.051399;0.052235;0.057933;0.051961,15.131928736769172,66085.42885680485,,7.670276641845703,5793220096,3452,10,True,nid006031,56586023
SEISMIC,n_postings=6000 summary_energy=0.5 query_cut=3 heap_factor=0.9,64,0.9400057937427578,0.9979721900347625,173.0762869369937,0.2065466040512547,0.0,0.053288014023564756,0.053760;0.051632;0.055735;0.053288;0.052108,15.436852266386081,64780.046005720425,,8.749214172363281,6888619882,3452,10,True,nid006031,56586023
SEISMIC,n_postings=2000 summary_energy=0.5 query_cut=10 heap_factor=0.9,64,0.9455388180764774,0.9997103128621089,82.45542288792785,0.20645296899601817,0.0,0.05993147997651249,0.061707;0.057880;0.059931;0.064278;0.058592,17.36137890397233,57599.11154126111,,4.571720123291016,3747009431,3452,10,True,nid006031,56586023
SEISMIC,n_postings=3500 summary_energy=0.4 query_cut=10 heap_factor=0.8,64,0.949739281575898,1.0,123.14162900205702,0.2096702380804345,0.0,0.059886349947191775,0.061320;0.058538;0.063373;0.058427;0.059886,17.348305314945474,57642.517920093625,,5.498958587646484,4295010141,3452,10,True,nid006031,56586023
SEISMIC,n_postings=3500 summary_energy=0.5 query_cut=5 heap_factor=0.9,64,0.9542294322132098,0.9994206257242179,124.87677235505544,0.20706049993168563,0.0,0.05308228894136846,0.053082;0.057756;0.052728;0.050988;0.057074,15.37725635613223,65031.10677485807,,6.19659423828125,4965881817,3452,10,True,nid006031,56586023
SEISMIC,n_postings=3500 summary_energy=0.4 query_cut=20 heap_factor=0.8,64,0.957242178447277,1.0,123.14162900205702,0.2096702380804345,0.0,0.07222690596245229,0.071930;0.076872;0.071870;0.072227;0.076970,20.923205666990818,47793.823562019235,,5.502666473388672,4295010141,3452,10,True,nid006031,56586023
SEISMIC,n_postings=2000 summary_energy=0.4 query_cut=20 heap_factor=0.7,64,0.957531865585168,0.9997103128621089,82.55562368500978,0.20571000000927597,9.337174967047758,0.08393782703205943,0.089328;0.083938;0.083728;0.085857;0.081121,24.315708873713625,41125.67744553995,,5.758502960205078,3339312700,3452,10,True,nid006031,56586023
SEISMIC,n_postings=2000 summary_energy=0.4 query_cut=30 heap_factor=0.7,64,0.9614716106604867,0.9997103128621089,82.55562368500978,0.20571000000927597,9.337174967047758,0.09381708805449307,0.093506;0.093817;0.097180;0.093563;0.100381,27.177603723781306,36795.00261183685,,5.758502960205078,3339312700,3452,10,True,nid006031,56586023
SEISMIC,n_postings=2000 summary_energy=0.5 query_cut=10 heap_factor=0.8,64,0.9633545770567786,0.9997103128621089,82.45542288792785,0.20645296899601817,0.0,0.07725403108634055,0.077862;0.076310;0.081475;0.076917;0.077254,22.37949915595033,44683.75243929964,,4.576499938964844,3747009431,3452,10,True,nid006031,56586023
SEISMIC,n_postings=6000 summary_energy=0.4 query_cut=10 heap_factor=0.8,64,0.9663093858632676,1.0,175.17059593100566,0.20979921496473253,0.0,0.07281260704621673,0.072752;0.072813;0.076735;0.073047;0.071184,21.092875737606235,47409.37236059813,,7.685192108154297,5793220096,3452,10,True,nid006031,56586023
SEISMIC,n_postings=2000 summary_energy=0.5 query_cut=20 heap_factor=0.8,64,0.9703939745075318,0.9997103128621089,82.45542288792785,0.20645296899601817,0.0,0.08876763901207596,0.088768;0.093262;0.087545;0.088651;0.093827,25.71484328275665,38888.045670904794,,4.583709716796875,3747009431,3452,10,True,nid006031,56586023
SEISMIC,n_postings=6000 summary_energy=0.5 query_cut=5 heap_factor=0.9,64,0.970683661645423,0.9997103128621089,173.0762869369937,0.2065466040512547,0.0,0.06306554400362074,0.063066;0.065033;0.060779;0.059675;0.064921,18.269276941952704,54736.70376651016,,8.766376495361328,6888619882,3452,10,True,nid006031,56586023
SEISMIC,n_postings=3500 summary_energy=0.5 query_cut=10 heap_factor=0.9,64,0.9708285052143685,1.0,124.87677235505544,0.20706049993168563,0.0,0.0630171459633857,0.067389;0.062772;0.062418;0.067183;0.063017,18.25525665219748,54778.742312539594,,6.2089385986328125,4965881817,3452,10,True,nid006031,56586023
SEISMIC,n_postings=6000 summary_energy=0.4 query_cut=20 heap_factor=0.8,64,0.9747682502896872,1.0,175.17059593100566,0.20979921496473253,0.0,0.09657377703115344,0.095373;0.100936;0.096574;0.095710;0.101732,27.97618106348593,35744.692877513015,,7.696262359619141,5793220096,3452,10,True,nid006031,56586023
SEISMIC,n_postings=2000 summary_energy=0.5 query_cut=20 heap_factor=0.7,64,0.9783893395133256,0.9997103128621089,82.45542288792785,0.20645296899601817,0.0,0.12599947897251695,0.133087;0.125200;0.125999;0.130398;0.125593,36.500428439315456,27396.93868696831,,4.591705322265625,3747009431,3452,10,True,nid006031,56586023
SEISMIC,n_postings=3500 summary_energy=0.4 query_cut=20 heap_factor=0.7,64,0.9795191193511008,1.0,123.14162900205702,0.2096702380804345,0.0,0.10542339307721704,0.110156;0.105423;0.105247;0.108685;0.105423,30.539801007305055,32744.15572520601,,5.502666473388672,4295010141,3452,10,True,nid006031,56586023
SEISMIC,n_postings=2000 summary_energy=0.5 query_cut=30 heap_factor=0.7,64,0.9816628041714948,0.9997103128621089,82.45542288792785,0.20645296899601817,0.0,0.14719869010150433,0.145783;0.146144;0.151582;0.147199;0.152396,42.64156723682049,23451.29564413645,,4.5991973876953125,3747009431,3452,10,True,nid006031,56586023
SEISMIC,n_postings=3500 summary_energy=0.4 query_cut=30 heap_factor=0.7,64,0.9820683661645423,1.0,123.14162900205702,0.2096702380804345,0.0,0.12261880002915859,0.122619;0.122376;0.126466;0.122509;0.127541,35.52108923208534,28152.289854240287,,5.509757995605469,4295010141,3452,10,True,nid006031,56586023
SEISMIC,n_postings=6000 summary_energy=0.5 query_cut=10 heap_factor=0.9,64,0.984385863267671,1.0,173.0762869369937,0.2065466040512547,0.0,0.08275794808287174,0.087118;0.082758;0.081129;0.085917;0.081889,23.973913117865507,41712.00567398377,,8.78133773803711,6888619882,3452,10,True,nid006031,56586023
SEISMIC,n_postings=3500 summary_energy=0.5 query_cut=10 heap_factor=0.8,64,0.9849942062572422,1.0,124.87677235505544,0.20706049993168563,0.0,0.09070667705964297,0.092945;0.090707;0.096689;0.090566;0.090499,26.27655766501824,38056.73531321386,,6.211395263671875,4965881817,3452,10,True,nid006031,56586023
SEISMIC,n_postings=3500 summary_energy=0.5 query_cut=20 heap_factor=0.8,64,0.988702201622248,1.0,124.87677235505544,0.20706049993168563,0.0,0.1176231139106676,0.116819;0.123069;0.117623;0.116917;0.120324,34.073903218617495,29347.973244627115,,6.21697998046875,4965881817,3452,10,True,nid006031,56586023
SEISMIC,n_postings=6000 summary_energy=0.4 query_cut=20 heap_factor=0.7,64,0.989774044032445,1.0,175.17059593100566,0.20979921496473253,0.0,0.14769058395177126,0.151085;0.147602;0.147691;0.151037;0.146297,42.78406255845054,23373.189458897796,,7.7043914794921875,5793220096,3452,10,True,nid006031,56586023
SEISMIC,n_postings=6000 summary_energy=0.4 query_cut=30 heap_factor=0.7,64,0.9909327925840092,1.0,175.17059593100566,0.20979921496473253,0.0,0.1818661110009998,0.178965;0.181866;0.184082;0.178030;0.184776,52.684273175260664,18980.9964099415,,7.713798522949219,5793220096,3452,10,True,nid006031,56586023
