Model,Params,Threads,Recall,RR@10,IndexSec,LoadSec,ConvertSec,SearchSecMedian,SearchSecRuns,AmortizedUsPerQuery,QPS,LatencyUsSingleThread,PeakRSSGB,IndexBytes,NumQueries,K,ResultsOrdered,Host,JobID
SparseHNSW_a0.85_b4_p256,"M=32 efC=200 ef=1600 alpha=0.85 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=256",64,0.9809169054,0.9987,414.5083,8.6717,0.0000,0.200474,"0.200474;0.201449;0.199548",28.721203,34817.48,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b4_p256,"M=32 efC=200 ef=3200 alpha=0.85 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=256",64,0.9809169054,0.9987,414.5083,8.6717,0.0000,0.210752,"0.210874;0.209169;0.210752",30.193696,33119.50,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b6_p256,"M=32 efC=200 ef=800 alpha=0.85 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=256",64,0.9819770774,0.9989,414.5083,8.6717,0.0000,0.217316,"0.217316;0.217216;0.218729",31.134097,32119.13,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b6_p256,"M=32 efC=200 ef=1600 alpha=0.85 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=256",64,0.9822779370,0.9989,414.5083,8.6717,0.0000,0.226948,"0.226948;0.228443;0.226465",32.514040,30755.94,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b6_p256,"M=32 efC=200 ef=3200 alpha=0.85 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=256",64,0.9822779370,0.9989,414.5083,8.6717,0.0000,0.237951,"0.237951;0.235837;0.238050",34.090401,29333.77,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b8_p256,"M=32 efC=200 ef=800 alpha=0.85 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=256",64,0.9823782235,0.9989,414.5083,8.6717,0.0000,0.238509,"0.238509;0.237563;0.241272",34.170344,29265.14,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b8_p256,"M=32 efC=200 ef=1600 alpha=0.85 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=256",64,0.9827793696,0.9989,414.5083,8.6717,0.0000,0.254694,"0.250819;0.254753;0.254694",36.489112,27405.44,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b8_p256,"M=32 efC=200 ef=3200 alpha=0.85 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=256",64,0.9827793696,0.9989,414.5083,8.6717,0.0000,0.263484,"0.263484;0.263935;0.263379",37.748424,26491.17,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b4_p512,"M=32 efC=200 ef=800 alpha=0.85 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=512",64,0.9838681948,0.9990,414.5083,8.6717,0.0000,0.301996,"0.301996;0.301535;0.306781",43.265903,23112.89,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b4_p512,"M=32 efC=200 ef=1600 alpha=0.85 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=512",64,0.9853008596,0.9993,414.5083,8.6717,0.0000,0.330021,"0.330021;0.330722;0.328918",47.280946,21150.17,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b4_p512,"M=32 efC=200 ef=3200 alpha=0.85 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=512",64,0.9853581662,0.9993,414.5083,8.6717,0.0000,0.347086,"0.347594;0.345962;0.347086",49.725788,20110.29,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b6_p512,"M=32 efC=200 ef=800 alpha=0.85 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=512",64,0.9841404011,0.9990,414.5083,8.6717,0.0000,0.318985,"0.319137;0.318505;0.318985",45.699857,21881.91,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b6_p512,"M=32 efC=200 ef=1600 alpha=0.85 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=512",64,0.9858166189,0.9993,414.5083,8.6717,0.0000,0.364023,"0.365664;0.364023;0.363293",52.152292,19174.61,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b6_p512,"M=32 efC=200 ef=3200 alpha=0.85 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=512",64,0.9858739255,0.9993,414.5083,8.6717,0.0000,0.381489,"0.381489;0.382787;0.381296",54.654585,18296.73,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b8_p512,"M=32 efC=200 ef=800 alpha=0.85 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=512",64,0.9842836676,0.9991,414.5083,8.6717,0.0000,0.335424,"0.336975;0.335424;0.332058",48.055014,20809.48,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b8_p512,"M=32 efC=200 ef=1600 alpha=0.85 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=512",64,0.9862750716,0.9994,414.5083,8.6717,0.0000,0.394881,"0.395211;0.394716;0.394881",56.573209,17676.21,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b8_p512,"M=32 efC=200 ef=3200 alpha=0.85 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=512",64,0.9864899713,0.9994,414.5083,8.6717,0.0000,0.420928,"0.421224;0.420765;0.420928",60.304871,16582.41,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b4_p1024,"M=32 efC=200 ef=800 alpha=0.85 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=1024",64,0.9842120344,0.9991,414.5083,8.6717,0.0000,0.376259,"0.375589;0.376259;0.376532",53.905301,18551.05,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b4_p1024,"M=32 efC=200 ef=1600 alpha=0.85 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=1024",64,0.9874785100,0.9999,414.5083,8.6717,0.0000,0.557595,"0.557696;0.557595;0.556198",79.884670,12518.05,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b4_p1024,"M=32 efC=200 ef=3200 alpha=0.85 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=1024",64,0.9882234957,0.9999,414.5083,8.6717,0.0000,0.604765,"0.604765;0.605817;0.603450",86.642550,11541.67,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b6_p1024,"M=32 efC=200 ef=800 alpha=0.85 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=1024",64,0.9843839542,0.9991,414.5083,8.6717,0.0000,0.375931,"0.375931;0.377056;0.375916",53.858309,18567.24,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b6_p1024,"M=32 efC=200 ef=1600 alpha=0.85 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=1024",64,0.9878510029,0.9999,414.5083,8.6717,0.0000,0.586298,"0.588496;0.585651;0.586298",83.996848,11905.21,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b6_p1024,"M=32 efC=200 ef=3200 alpha=0.85 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=1024",64,0.9887249284,0.9999,414.5083,8.6717,0.0000,0.654305,"0.654630;0.654305;0.653849",93.739971,10667.81,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b8_p1024,"M=32 efC=200 ef=800 alpha=0.85 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=1024",64,0.9844555874,0.9991,414.5083,8.6717,0.0000,0.375962,"0.378453;0.375962;0.375872",53.862751,18565.71,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b8_p1024,"M=32 efC=200 ef=1600 alpha=0.85 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=1024",64,0.9879799427,0.9999,414.5083,8.6717,0.0000,0.612936,"0.612936;0.613643;0.610326",87.813181,11387.81,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b8_p1024,"M=32 efC=200 ef=3200 alpha=0.85 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=1024",64,0.9891117479,0.9999,414.5083,8.6717,0.0000,0.708082,"0.708082;0.705428;0.711664",101.444413,9857.62,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b4_p2048,"M=32 efC=200 ef=800 alpha=0.85 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=2048",64,0.9842120344,0.9991,414.5083,8.6717,0.0000,0.375844,"0.375801;0.376555;0.375844",53.845845,18571.53,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b4_p2048,"M=32 efC=200 ef=1600 alpha=0.85 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=2048",64,0.9880229226,1.0000,414.5083,8.6717,0.0000,0.734442,"0.738944;0.729672;0.734442",105.220917,9503.81,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b4_p2048,"M=32 efC=200 ef=3200 alpha=0.85 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=2048",64,0.9904584527,1.0000,414.5083,8.6717,0.0000,1.065245,"1.068084;1.063635;1.065245",152.613897,6552.48,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b6_p2048,"M=32 efC=200 ef=800 alpha=0.85 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=2048",64,0.9843839542,0.9991,414.5083,8.6717,0.0000,0.376288,"0.374826;0.376288;0.376335",53.909456,18549.62,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b6_p2048,"M=32 efC=200 ef=1600 alpha=0.85 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=2048",64,0.9882091691,1.0000,414.5083,8.6717,0.0000,0.733275,"0.734460;0.733275;0.731365",105.053725,9518.94,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b6_p2048,"M=32 efC=200 ef=3200 alpha=0.85 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=2048",64,0.9907020057,1.0000,414.5083,8.6717,0.0000,1.114451,"1.114451;1.113374;1.115357",159.663467,6263.17,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b8_p2048,"M=32 efC=200 ef=800 alpha=0.85 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=2048",64,0.9844555874,0.9991,414.5083,8.6717,0.0000,0.377939,"0.375391;0.377939;0.379647",54.145989,18468.59,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b8_p2048,"M=32 efC=200 ef=1600 alpha=0.85 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=2048",64,0.9882951289,1.0000,414.5083,8.6717,0.0000,0.736565,"0.736565;0.733110;0.737606",105.525072,9476.42,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b8_p2048,"M=32 efC=200 ef=3200 alpha=0.85 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=2048",64,0.9908022923,1.0000,414.5083,8.6717,0.0000,1.155718,"1.155588;1.155718;1.159245",165.575645,6039.54,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b4_p4096,"M=32 efC=200 ef=800 alpha=0.85 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=4096",64,0.9842120344,0.9991,414.5083,8.6717,0.0000,0.376078,"0.374579;0.376117;0.376078",53.879370,18559.98,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b4_p4096,"M=32 efC=200 ef=1600 alpha=0.85 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=4096",64,0.9880229226,1.0000,414.5083,8.6717,0.0000,0.736382,"0.736382;0.737144;0.728207",105.498854,9478.78,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b4_p4096,"M=32 efC=200 ef=3200 alpha=0.85 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=4096",64,0.9908595989,1.0000,414.5083,8.6717,0.0000,1.451145,"1.451145;1.447062;1.453034",207.900430,4809.99,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b6_p4096,"M=32 efC=200 ef=800 alpha=0.85 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=4096",64,0.9843839542,0.9991,414.5083,8.6717,0.0000,0.376412,"0.376412;0.378277;0.375838",53.927221,18543.51,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b6_p4096,"M=32 efC=200 ef=1600 alpha=0.85 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=4096",64,0.9882091691,1.0000,414.5083,8.6717,0.0000,0.737018,"0.737018;0.741610;0.734419",105.589971,9470.60,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b6_p4096,"M=32 efC=200 ef=3200 alpha=0.85 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=4096",64,0.9910458453,1.0000,414.5083,8.6717,0.0000,1.456664,"1.456664;1.453900;1.457899",208.691117,4791.77,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b8_p4096,"M=32 efC=200 ef=800 alpha=0.85 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=4096",64,0.9844555874,0.9991,414.5083,8.6717,0.0000,0.376896,"0.377496;0.376896;0.376245",53.996562,18519.70,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b8_p4096,"M=32 efC=200 ef=1600 alpha=0.85 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=4096",64,0.9882951289,1.0000,414.5083,8.6717,0.0000,0.733930,"0.734919;0.731859;0.733930",105.147564,9510.44,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.85_b8_p4096,"M=32 efC=200 ef=3200 alpha=0.85 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=4096",64,0.9911174785,1.0000,414.5083,8.6717,0.0000,1.452425,"1.448172;1.452969;1.452425",208.083811,4805.76,,12.80,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b4_p0,"M=32 efC=200 ef=800 alpha=0.9 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9834383954,0.9989,471.4283,2.6971,0.0000,0.389964,"0.389964;0.388658;0.391053",55.868768,17899.09,,13.03,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b4_p0,"M=32 efC=200 ef=1600 alpha=0.9 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9879799427,0.9999,471.4283,2.6971,0.0000,0.774586,"0.772789;0.774586;0.775884",110.972206,9011.27,,13.03,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b4_p0,"M=32 efC=200 ef=3200 alpha=0.9 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9907736390,1.0000,471.4283,2.6971,0.0000,1.528436,"1.529832;1.524514;1.528436",218.973639,4566.76,,13.06,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b6_p0,"M=32 efC=200 ef=800 alpha=0.9 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9834383954,0.9989,471.4283,2.6971,0.0000,0.391120,"0.391040;0.393649;0.391120",56.034384,17846.19,,13.06,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b6_p0,"M=32 efC=200 ef=1600 alpha=0.9 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9879799427,0.9999,471.4283,2.6971,0.0000,0.771356,"0.771356;0.772614;0.771215",110.509456,9049.00,,13.06,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b6_p0,"M=32 efC=200 ef=3200 alpha=0.9 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9907736390,1.0000,471.4283,2.6971,0.0000,1.530327,"1.525706;1.535804;1.530327",219.244556,4561.12,,13.06,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b8_p0,"M=32 efC=200 ef=800 alpha=0.9 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9834383954,0.9989,471.4283,2.6971,0.0000,0.389285,"0.389285;0.389090;0.393216",55.771490,17930.31,,13.06,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b8_p0,"M=32 efC=200 ef=1600 alpha=0.9 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9879799427,0.9999,471.4283,2.6971,0.0000,0.770059,"0.766973;0.770059;0.774674",110.323639,9064.24,,13.06,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b8_p0,"M=32 efC=200 ef=3200 alpha=0.9 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9907736390,1.0000,471.4283,2.6971,0.0000,1.526796,"1.526796;1.527854;1.525738",218.738682,4571.67,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b4_p256,"M=32 efC=200 ef=800 alpha=0.9 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=256",64,0.9801575931,0.9981,471.4283,2.6971,0.0000,0.204969,"0.205398;0.204794;0.204969",29.365186,34053.93,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b4_p256,"M=32 efC=200 ef=1600 alpha=0.9 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=256",64,0.9803868195,0.9981,471.4283,2.6971,0.0000,0.210250,"0.210470;0.210250;0.208794",30.121777,33198.57,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b4_p256,"M=32 efC=200 ef=3200 alpha=0.9 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=256",64,0.9804011461,0.9981,471.4283,2.6971,0.0000,0.221634,"0.222078;0.220864;0.221634",31.752722,31493.36,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b6_p256,"M=32 efC=200 ef=800 alpha=0.9 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=256",64,0.9808309456,0.9983,471.4283,2.6971,0.0000,0.229208,"0.230188;0.228128;0.229208",32.837822,30452.69,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b6_p256,"M=32 efC=200 ef=1600 alpha=0.9 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=256",64,0.9812320917,0.9983,471.4283,2.6971,0.0000,0.237783,"0.237750;0.237783;0.239415",34.066332,29354.50,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b6_p256,"M=32 efC=200 ef=3200 alpha=0.9 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=256",64,0.9812607450,0.9983,471.4283,2.6971,0.0000,0.249580,"0.249911;0.249212;0.249580",35.756447,27966.98,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b8_p256,"M=32 efC=200 ef=800 alpha=0.9 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=256",64,0.9813896848,0.9986,471.4283,2.6971,0.0000,0.249966,"0.246973;0.249966;0.250575",35.811748,27923.80,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b8_p256,"M=32 efC=200 ef=1600 alpha=0.9 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=256",64,0.9820630372,0.9986,471.4283,2.6971,0.0000,0.262877,"0.262877;0.265601;0.260991",37.661461,26552.34,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b8_p256,"M=32 efC=200 ef=3200 alpha=0.9 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=256",64,0.9820916905,0.9986,471.4283,2.6971,0.0000,0.275533,"0.275761;0.274893;0.275533",39.474642,25332.72,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b4_p512,"M=32 efC=200 ef=800 alpha=0.9 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=512",64,0.9829226361,0.9987,471.4283,2.6971,0.0000,0.316490,"0.316058;0.316844;0.316490",45.342407,22054.41,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b4_p512,"M=32 efC=200 ef=1600 alpha=0.9 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=512",64,0.9845128940,0.9989,471.4283,2.6971,0.0000,0.345313,"0.346056;0.345313;0.344326",49.471777,20213.55,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b4_p512,"M=32 efC=200 ef=3200 alpha=0.9 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=512",64,0.9846848138,0.9989,471.4283,2.6971,0.0000,0.362833,"0.362378;0.362833;0.363083",51.981805,19237.50,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b6_p512,"M=32 efC=200 ef=800 alpha=0.9 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=512",64,0.9830372493,0.9987,471.4283,2.6971,0.0000,0.333284,"0.334690;0.333284;0.332054",47.748424,20943.10,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b6_p512,"M=32 efC=200 ef=1600 alpha=0.9 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=512",64,0.9852148997,0.9990,471.4283,2.6971,0.0000,0.380900,"0.380900;0.381016;0.378863",54.570201,18325.02,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b6_p512,"M=32 efC=200 ef=3200 alpha=0.9 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=512",64,0.9855587393,0.9990,471.4283,2.6971,0.0000,0.397107,"0.397107;0.397023;0.399965",56.892120,17577.13,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b8_p512,"M=32 efC=200 ef=800 alpha=0.9 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=512",64,0.9830802292,0.9987,471.4283,2.6971,0.0000,0.346164,"0.346164;0.344679;0.346384",49.593696,20163.85,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b8_p512,"M=32 efC=200 ef=1600 alpha=0.9 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=512",64,0.9856303725,0.9990,471.4283,2.6971,0.0000,0.413868,"0.413788;0.413868;0.414341",59.293410,16865.28,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b8_p512,"M=32 efC=200 ef=3200 alpha=0.9 beta=8 q=u8 seedT=8 seedH=8 seedS=4 pat=512",64,0.9860458453,0.9990,471.4283,2.6971,0.0000,0.438549,"0.439393;0.437488;0.438549",62.829370,15916.12,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b4_p1024,"M=32 efC=200 ef=800 alpha=0.9 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=1024",64,0.9834383954,0.9989,471.4283,2.6971,0.0000,0.389092,"0.388682;0.389092;0.392598",55.743840,17939.20,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b4_p1024,"M=32 efC=200 ef=1600 alpha=0.9 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=1024",64,0.9875644699,0.9999,471.4283,2.6971,0.0000,0.582473,"0.581208;0.583807;0.582473",83.448854,11983.39,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b4_p1024,"M=32 efC=200 ef=3200 alpha=0.9 beta=4 q=u8 seedT=8 seedH=8 seedS=4 pat=1024",64,0.9884383954,0.9999,471.4283,2.6971,0.0000,0.632114,"0.627945;0.632114;0.633286",90.560745,11042.31,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b6_p1024,"M=32 efC=200 ef=800 alpha=0.9 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=1024",64,0.9834383954,0.9989,471.4283,2.6971,0.0000,0.390714,"0.388673;0.390892;0.390714",55.976218,17864.73,,13.07,0,6980,10,True,nid004377,57367321
SparseHNSW_a0.9_b6_p1024,"M=32 efC=200 ef=1600 alpha=0.9 beta=6 q=u8 seedT=8 seedH=8 seedS=4 pat=1024",64,0.9876217765,0.9999,471.4283,2.6971,0.0000,0.614600,"0.613347;0.615311;0.614600",88.051576,11356.98,,13.07,0,6980,10,True,nid004377,57367321
