Model,Params,Threads,Recall,RR@10,IndexSec,LoadSec,ConvertSec,SearchSecMedian,SearchSecRuns,AmortizedUsPerQuery,QPS,LatencyUsSingleThread,PeakRSSGB,IndexBytes,NumQueries,K,ResultsOrdered,Host,JobID
SparseHNSW_a0.6_b2_p0,"M=32 efC=200 ef=20 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.8499713467,0.9683,249.4298,8.5825,0.0000,0.028880,"0.028907;0.028880;0.028834",4.137536,241689.75,,12.02,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b2_p0,"M=32 efC=200 ef=50 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.8676934097,0.9802,249.4298,8.5825,0.0000,0.040086,"0.040118;0.039995;0.040086",5.742980,174125.63,,12.02,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b2_p0,"M=32 efC=200 ef=100 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.8833810888,0.9913,249.4298,8.5825,0.0000,0.069022,"0.069231;0.069022;0.068991",9.888539,101127.18,,12.02,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b2_p0,"M=32 efC=200 ef=200 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.8921919771,0.9961,249.4298,8.5825,0.0000,0.123603,"0.123554;0.123603;0.123908",17.708166,56471.12,,12.02,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b2_p0,"M=32 efC=200 ef=400 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.8977650430,0.9981,249.4298,8.5825,0.0000,0.226879,"0.227026;0.226879;0.226690",32.504155,30765.30,,12.02,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b2_p0,"M=32 efC=200 ef=800 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.9015616046,0.9991,249.4298,8.5825,0.0000,0.425318,"0.425475;0.425313;0.425318",60.933811,16411.25,,12.02,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b2_p0,"M=32 efC=200 ef=1600 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.9048424069,0.9999,249.4298,8.5825,0.0000,0.818951,"0.818568;0.820265;0.818951",117.328223,8523.10,,12.02,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b2_p0,"M=32 efC=200 ef=3200 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4",64,0.9071203438,1.0000,249.4298,8.5825,0.0000,1.599498,"1.599498;1.599534;1.599160",229.154441,4363.87,,12.02,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b3_p0,"M=32 efC=200 ef=10 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.8817478510,0.9684,249.4298,8.5825,0.0000,0.029542,"0.029503;0.029580;0.029542",4.232378,236273.78,,12.02,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b3_p0,"M=32 efC=200 ef=20 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.8817478510,0.9684,249.4298,8.5825,0.0000,0.029289,"0.029486;0.029289;0.029260",4.196132,238314.73,,12.02,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b3_p0,"M=32 efC=200 ef=50 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.9008022923,0.9803,249.4298,8.5825,0.0000,0.040355,"0.040303;0.040373;0.040355",5.781519,172964.94,,12.02,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b3_p0,"M=32 efC=200 ef=100 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.9180659026,0.9913,249.4298,8.5825,0.0000,0.069110,"0.069095;0.069110;0.069735",9.901146,100998.41,,12.02,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b3_p0,"M=32 efC=200 ef=200 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.9276647564,0.9961,249.4298,8.5825,0.0000,0.123923,"0.124201;0.123900;0.123923",17.754011,56325.30,,12.02,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b3_p0,"M=32 efC=200 ef=400 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.9336962751,0.9981,249.4298,8.5825,0.0000,0.226697,"0.226697;0.226384;0.226714",32.478080,30790.00,,12.02,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b3_p0,"M=32 efC=200 ef=800 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.9377077364,0.9991,249.4298,8.5825,0.0000,0.425836,"0.425505;0.426391;0.425836",61.008023,16391.29,,12.02,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b3_p0,"M=32 efC=200 ef=1600 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.9411461318,0.9999,249.4298,8.5825,0.0000,0.820183,"0.819925;0.821288;0.820183",117.504728,8510.30,,12.02,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b3_p0,"M=32 efC=200 ef=3200 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4",64,0.9436246418,1.0000,249.4298,8.5825,0.0000,1.598701,"1.598618;1.599755;1.598701",229.040258,4366.04,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b4_p0,"M=32 efC=200 ef=10 alpha=0.6 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9061461318,0.9749,249.4298,8.5825,0.0000,0.034379,"0.034326;0.034693;0.034379",4.925358,203030.92,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b4_p0,"M=32 efC=200 ef=20 alpha=0.6 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9061461318,0.9749,249.4298,8.5825,0.0000,0.034352,"0.034229;0.034547;0.034352",4.921490,203190.50,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b4_p0,"M=32 efC=200 ef=50 alpha=0.6 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9152435530,0.9803,249.4298,8.5825,0.0000,0.040555,"0.040400;0.040555;0.040696",5.810172,172111.95,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b4_p0,"M=32 efC=200 ef=100 alpha=0.6 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9333237822,0.9913,249.4298,8.5825,0.0000,0.069615,"0.069445;0.069724;0.069615",9.973496,100265.75,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b4_p0,"M=32 efC=200 ef=200 alpha=0.6 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9436389685,0.9961,249.4298,8.5825,0.0000,0.124128,"0.124134;0.124012;0.124128",17.783381,56232.28,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b4_p0,"M=32 efC=200 ef=400 alpha=0.6 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9500143266,0.9981,249.4298,8.5825,0.0000,0.227131,"0.227131;0.227033;0.227315",32.540258,30731.16,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b4_p0,"M=32 efC=200 ef=800 alpha=0.6 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9541547278,0.9991,249.4298,8.5825,0.0000,0.425411,"0.425631;0.425411;0.424731",60.947135,16407.66,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b4_p0,"M=32 efC=200 ef=1600 alpha=0.6 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9577077364,0.9999,249.4298,8.5825,0.0000,0.820879,"0.820971;0.820846;0.820879",117.604441,8503.08,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b4_p0,"M=32 efC=200 ef=3200 alpha=0.6 beta=4 q=u8 seedT=8 seedH=8 seedS=4",64,0.9603008596,1.0000,249.4298,8.5825,0.0000,1.599512,"1.599512;1.600169;1.598289",229.156447,4363.83,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b5_p0,"M=32 efC=200 ef=10 alpha=0.6 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.9226934097,0.9803,249.4298,8.5825,0.0000,0.041134,"0.040925;0.041134;0.041135",5.893123,169689.31,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b5_p0,"M=32 efC=200 ef=20 alpha=0.6 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.9226934097,0.9803,249.4298,8.5825,0.0000,0.040955,"0.040955;0.040918;0.041220",5.867479,170430.96,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b5_p0,"M=32 efC=200 ef=50 alpha=0.6 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.9226934097,0.9803,249.4298,8.5825,0.0000,0.040847,"0.040847;0.040764;0.040886",5.852006,170881.58,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b5_p0,"M=32 efC=200 ef=100 alpha=0.6 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.9412177650,0.9913,249.4298,8.5825,0.0000,0.069689,"0.069689;0.070142;0.069661",9.984097,100159.28,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b5_p0,"M=32 efC=200 ef=200 alpha=0.6 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.9517191977,0.9961,249.4298,8.5825,0.0000,0.124411,"0.124640;0.124411;0.124259",17.823926,56104.36,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b5_p0,"M=32 efC=200 ef=400 alpha=0.6 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.9581518625,0.9981,249.4298,8.5825,0.0000,0.227283,"0.227283;0.226994;0.227555",32.562034,30710.61,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b5_p0,"M=32 efC=200 ef=800 alpha=0.6 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.9625501433,0.9991,249.4298,8.5825,0.0000,0.426176,"0.426094;0.426176;0.426447",61.056734,16378.21,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b5_p0,"M=32 efC=200 ef=1600 alpha=0.6 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.9662177650,0.9999,249.4298,8.5825,0.0000,0.821791,"0.821219;0.821791;0.822096",117.735100,8493.64,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b5_p0,"M=32 efC=200 ef=3200 alpha=0.6 beta=5 q=u8 seedT=8 seedH=8 seedS=4",64,0.9689398281,1.0000,249.4298,8.5825,0.0000,1.598598,"1.598591;1.598598;1.599861",229.025501,4366.33,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b6_p0,"M=32 efC=200 ef=10 alpha=0.6 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9339684814,0.9849,249.4298,8.5825,0.0000,0.047317,"0.047317;0.047655;0.047013",6.778940,147515.69,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b6_p0,"M=32 efC=200 ef=20 alpha=0.6 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9339684814,0.9849,249.4298,8.5825,0.0000,0.047319,"0.047363;0.047312;0.047319",6.779226,147509.46,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b6_p0,"M=32 efC=200 ef=50 alpha=0.6 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9339684814,0.9849,249.4298,8.5825,0.0000,0.047146,"0.047423;0.047131;0.047146",6.754441,148050.74,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b6_p0,"M=32 efC=200 ef=100 alpha=0.6 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9462464183,0.9913,249.4298,8.5825,0.0000,0.070318,"0.070373;0.070318;0.070033",10.074212,99263.35,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b6_p0,"M=32 efC=200 ef=200 alpha=0.6 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9567765043,0.9961,249.4298,8.5825,0.0000,0.124897,"0.124897;0.124597;0.125165",17.893553,55886.05,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b6_p0,"M=32 efC=200 ef=400 alpha=0.6 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9635673352,0.9981,249.4298,8.5825,0.0000,0.227513,"0.227610;0.227513;0.227407",32.594986,30679.57,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b6_p0,"M=32 efC=200 ef=800 alpha=0.6 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9679799427,0.9991,249.4298,8.5825,0.0000,0.426948,"0.426948;0.426405;0.426950",61.167335,16348.60,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b6_p0,"M=32 efC=200 ef=1600 alpha=0.6 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9717048711,0.9999,249.4298,8.5825,0.0000,0.821959,"0.821316;0.822082;0.821959",117.759169,8491.91,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b6_p0,"M=32 efC=200 ef=3200 alpha=0.6 beta=6 q=u8 seedT=8 seedH=8 seedS=4",64,0.9743982808,1.0000,249.4298,8.5825,0.0000,1.600632,"1.599211;1.600632;1.602375",229.316905,4360.78,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b8_p0,"M=32 efC=200 ef=10 alpha=0.6 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9465616046,0.9892,249.4298,8.5825,0.0000,0.059335,"0.059677;0.059335;0.059292",8.500716,117637.15,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b8_p0,"M=32 efC=200 ef=20 alpha=0.6 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9465616046,0.9892,249.4298,8.5825,0.0000,0.059068,"0.059065;0.059068;0.059665",8.462464,118168.89,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b8_p0,"M=32 efC=200 ef=50 alpha=0.6 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9465616046,0.9892,249.4298,8.5825,0.0000,0.059534,"0.059631;0.059534;0.059185",8.529226,117243.93,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b8_p0,"M=32 efC=200 ef=100 alpha=0.6 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9510458453,0.9913,249.4298,8.5825,0.0000,0.070648,"0.070536;0.070747;0.070648",10.121490,98799.68,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b8_p0,"M=32 efC=200 ef=200 alpha=0.6 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9619484241,0.9961,249.4298,8.5825,0.0000,0.125513,"0.125513;0.125621;0.125070",17.981805,55611.77,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b8_p0,"M=32 efC=200 ef=400 alpha=0.6 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9687392550,0.9981,249.4298,8.5825,0.0000,0.228423,"0.228563;0.228153;0.228423",32.725358,30557.34,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b8_p0,"M=32 efC=200 ef=800 alpha=0.6 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9731948424,0.9991,249.4298,8.5825,0.0000,0.427134,"0.426513;0.427134;0.427466",61.193983,16341.48,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b8_p0,"M=32 efC=200 ef=1600 alpha=0.6 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9770343840,0.9999,249.4298,8.5825,0.0000,0.821436,"0.820463;0.821436;0.821676",117.684241,8497.31,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b8_p0,"M=32 efC=200 ef=3200 alpha=0.6 beta=8 q=u8 seedT=8 seedH=8 seedS=4",64,0.9797564470,1.0000,249.4298,8.5825,0.0000,1.602238,"1.602367;1.601398;1.602238",229.546991,4356.41,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b1_p64,"M=32 efC=200 ef=10 alpha=0.6 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7189541547,0.5998,249.4298,8.5825,0.0000,0.028483,"0.028658;0.028483;0.028296",4.080659,245058.46,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b1_p64,"M=32 efC=200 ef=20 alpha=0.6 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7189541547,0.5998,249.4298,8.5825,0.0000,0.028140,"0.028153;0.028140;0.028041",4.031519,248045.49,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b1_p64,"M=32 efC=200 ef=50 alpha=0.6 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7326361032,0.6123,249.4298,8.5825,0.0000,0.039361,"0.039343;0.039361;0.039388",5.639112,177332.89,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b1_p64,"M=32 efC=200 ef=100 alpha=0.6 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7431661891,0.6187,249.4298,8.5825,0.0000,0.056783,"0.056699;0.056827;0.056783",8.135100,122924.11,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b1_p64,"M=32 efC=200 ef=200 alpha=0.6 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7450000000,0.6199,249.4298,8.5825,0.0000,0.059554,"0.059496;0.059554;0.059585",8.532092,117204.55,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b1_p64,"M=32 efC=200 ef=400 alpha=0.6 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7450000000,0.6199,249.4298,8.5825,0.0000,0.061129,"0.061070;0.061129;0.061361",8.757736,114184.76,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b1_p64,"M=32 efC=200 ef=800 alpha=0.6 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7450000000,0.6199,249.4298,8.5825,0.0000,0.064092,"0.064235;0.064089;0.064092",9.182235,108905.95,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b1_p64,"M=32 efC=200 ef=1600 alpha=0.6 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7450000000,0.6199,249.4298,8.5825,0.0000,0.068036,"0.068076;0.068036;0.067919",9.747278,102592.75,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b1_p64,"M=32 efC=200 ef=3200 alpha=0.6 beta=1 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.7450000000,0.6199,249.4298,8.5825,0.0000,0.069535,"0.069461;0.069535;0.069893",9.962034,100381.10,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b2_p64,"M=32 efC=200 ef=10 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.8499713467,0.9683,249.4298,8.5825,0.0000,0.029321,"0.029429;0.029321;0.029111",4.200716,238054.64,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b2_p64,"M=32 efC=200 ef=20 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.8499713467,0.9683,249.4298,8.5825,0.0000,0.029007,"0.029027;0.029007;0.028971",4.155731,240631.57,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b2_p64,"M=32 efC=200 ef=50 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.8676934097,0.9802,249.4298,8.5825,0.0000,0.040241,"0.040097;0.040241;0.040269",5.765186,173454.93,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b2_p64,"M=32 efC=200 ef=100 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.8824785100,0.9909,249.4298,8.5825,0.0000,0.062491,"0.062244;0.062562;0.062491",8.952865,111696.08,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b2_p64,"M=32 efC=200 ef=200 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.8863180516,0.9936,249.4298,8.5825,0.0000,0.068215,"0.068143;0.068215;0.068217",9.772923,102323.54,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b2_p64,"M=32 efC=200 ef=400 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.8863610315,0.9936,249.4298,8.5825,0.0000,0.069797,"0.069826;0.069797;0.069624",9.999570,100004.30,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b2_p64,"M=32 efC=200 ef=800 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.8863610315,0.9936,249.4298,8.5825,0.0000,0.072876,"0.072816;0.073000;0.072876",10.440688,95779.13,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b2_p64,"M=32 efC=200 ef=1600 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.8863610315,0.9936,249.4298,8.5825,0.0000,0.076836,"0.077143;0.076836;0.076668",11.008023,90842.83,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b2_p64,"M=32 efC=200 ef=3200 alpha=0.6 beta=2 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.8863610315,0.9936,249.4298,8.5825,0.0000,0.079039,"0.079121;0.079039;0.078802",11.323639,88310.83,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b3_p64,"M=32 efC=200 ef=10 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.8817478510,0.9684,249.4298,8.5825,0.0000,0.029644,"0.029644;0.029720;0.029529",4.246991,235460.80,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b3_p64,"M=32 efC=200 ef=20 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.8817478510,0.9684,249.4298,8.5825,0.0000,0.029409,"0.029409;0.029540;0.029366",4.213324,237342.31,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b3_p64,"M=32 efC=200 ef=50 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9008022923,0.9803,249.4298,8.5825,0.0000,0.040420,"0.040420;0.040592;0.040335",5.790831,172686.79,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b3_p64,"M=32 efC=200 ef=100 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9177650430,0.9912,249.4298,8.5825,0.0000,0.065986,"0.065907;0.066204;0.065986",9.453582,105780.01,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b3_p64,"M=32 efC=200 ef=200 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9232951289,0.9946,249.4298,8.5825,0.0000,0.075613,"0.075613;0.075605;0.075786",10.832808,92312.17,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b3_p64,"M=32 efC=200 ef=400 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9234097421,0.9946,249.4298,8.5825,0.0000,0.077651,"0.077651;0.077738;0.077626",11.124785,89889.38,,12.03,0,6980,10,True,nid006971,57248608
SparseHNSW_a0.6_b3_p64,"M=32 efC=200 ef=800 alpha=0.6 beta=3 q=u8 seedT=8 seedH=8 seedS=4 pat=64",64,0.9234097421,0.9946,249.4298,8.5825,0.0000,0.080962,"0.080878;0.081073;0.080962",11.599140,86213.29,,12.03,0,6980,10,True,nid006971,57248608
