Model,Params,Threads,Recall,RR@10,IndexSec,LoadSec,ConvertSec,SearchSecMedian,SearchSecRuns,AmortizedUsPerQuery,QPS,LatencyUsSingleThread,PeakRSSGB,IndexBytes,NumQueries,K,ResultsOrdered,Host,JobID
PyANNS,graph=base_full ef=80 budget=0.2,64,0.8960171919770774,0.9422636103151862,7.7608147989958525,4.410523739992641,0.0,0.1209580689901486,0.121124;0.120517;0.121052;0.120944;0.120958,17.32923624500696,57705.947674879666,,27.667465209960938,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=msmarco_full_R32_L800 ef=80 budget=0.15,64,0.9029799426934098,0.9505730659025788,2495.6648207139806,4.1820565649541095,0.0,0.12113525398308411,0.121135;0.120853;0.121299;0.120866;0.121639,17.354620914481963,57621.54096754294,,38.37903594970703,1204812692,6980,10,True,nid006819,57786391
PyANNS,graph=base_full ef=80 budget=0.15,64,0.9110458452722063,0.9553008595988539,7.7608147989958525,4.410523739992641,0.0,0.12305749405641109,0.123609;0.123057;0.123039;0.122997;0.123093,17.63001347513053,56721.45409364733,,27.667465209960938,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=msmarco_full_R32_L800 ef=80 budget=0.1,64,0.9129656160458453,0.9594555873925501,2495.6648207139806,4.1820565649541095,0.0,0.12747349200071767,0.127833;0.127853;0.127042;0.127443;0.127473,18.26267793706557,54756.482233660805,,38.37903594970703,1204812692,6980,10,True,nid006819,57786391
PyANNS,graph=base_full ef=80 budget=0.1,64,0.9211604584527221,0.9640401146131805,7.7608147989958525,4.410523739992641,0.0,0.1289213210111484,0.127959;0.128483;0.129351;0.129073;0.128921,18.47010329672613,54141.54885518439,,27.667465209960938,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=80 budget=0.07,64,0.9212177650429799,0.9644699140401146,7.7608147989958525,4.410523739992641,0.0,0.1342271799221635,0.134227;0.134417;0.134044;0.134233;0.133914,19.230255003175284,52001.390508596,,27.667465209960938,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=80 budget=0.05,64,0.9257593123209169,0.9684813753581661,7.7608147989958525,4.410523739992641,0.0,0.1387248740065843,0.138725;0.138614;0.138708;0.138744;0.139092,19.874623783178265,50315.4178368092,,27.667465209960938,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=80 budget=0.03,64,0.9260888252148997,0.969054441260745,7.7608147989958525,4.410523739992641,0.0,0.1455615279264748,0.145670;0.145639;0.145471;0.145562;0.145476,20.8540870954835,47952.23091863735,,27.667465209960938,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=msmarco_full_R32_L800 ef=150 budget=0.2,64,0.9286389684813754,0.966618911174785,2495.6648207139806,4.1820565649541095,0.0,0.19143817899748683,0.191556;0.191551;0.191438;0.190833;0.191159,27.426673208809003,36460.85664078341,,38.38098907470703,1204812692,6980,10,True,nid006819,57786391
PyANNS,graph=base_full ef=150 budget=0.2,64,0.9354011461318051,0.9699140401146131,7.7608147989958525,4.410523739992641,0.0,0.19351504801306874,0.193683;0.193515;0.193372;0.193640;0.193305,27.724218913047096,36069.54638240131,,27.669418334960938,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=msmarco_full_R32_L800 ef=150 budget=0.15,64,0.9366332378223495,0.9732091690544412,2495.6648207139806,4.1820565649541095,0.0,0.19571626494871452,0.195500;0.195716;0.195761;0.195749;0.195566,28.03957950554649,35663.872912294944,,38.38098907470703,1204812692,6980,10,True,nid006819,57786391
PyANNS,graph=base_full ef=150 budget=0.15,64,0.9440687679083094,0.9772206303724928,7.7608147989958525,4.410523739992641,0.0,0.19822416407987475,0.198338;0.198310;0.197775;0.198224;0.197740,28.39887737534022,35212.65952816629,,27.669418334960938,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=150 budget=0.1,64,0.9495558739255014,0.9820916905444126,7.7608147989958525,4.410523739992641,0.0,0.20630458102095872,0.206570;0.206305;0.206222;0.206539;0.205830,29.556530232229044,33833.47071333764,,27.669418334960938,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=150 budget=0.07,64,0.9495845272206304,0.9820916905444126,7.7608147989958525,4.410523739992641,0.0,0.2154285260476172,0.215157;0.215680;0.215546;0.215429;0.215236,30.86368568017438,32400.537329291186,,27.669418334960938,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=150 budget=0.05,64,0.9526790830945558,0.9848137535816619,7.7608147989958525,4.410523739992641,0.0,0.22456731798592955,0.224374;0.224567;0.224810;0.225374;0.224242,32.17296819282658,31081.993865364406,,27.669418334960938,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=msmarco_full_R32_L800 ef=300 budget=0.2,64,0.9566045845272206,0.9853868194842407,2495.6648207139806,4.1820565649541095,0.0,0.34412566700484604,0.344126;0.344523;0.344068;0.343889;0.344319,49.301671490665626,20283.287964979685,,38.38520812988281,1204812692,6980,10,True,nid006819,57786391
PyANNS,graph=base_full ef=300 budget=0.2,64,0.9619054441260745,0.9875358166189112,7.7608147989958525,4.410523739992641,0.0,0.3492376790381968,0.349675;0.349219;0.349879;0.349238;0.348898,50.03405143813708,19986.38869443576,,27.672199249267578,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=msmarco_full_R32_L800 ef=300 budget=0.15,64,0.9634813753581661,0.9905444126074499,2495.6648207139806,4.1820565649541095,0.0,0.35483359795762226,0.355152;0.354834;0.354727;0.354834;0.354815,50.835759019716654,19671.192469303936,,38.38520812988281,1204812692,6980,10,True,nid006819,57786391
PyANNS,graph=base_full ef=300 budget=0.15,64,0.9684097421203438,0.9926934097421204,7.7608147989958525,4.410523739992641,0.0,0.36012703308369964,0.360291;0.360613;0.360127;0.359874;0.360086,51.594130814283616,19382.04955132521,,27.672199249267578,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=300 budget=0.1,64,0.970759312320917,0.9944126074498567,7.7608147989958525,4.410523739992641,0.0,0.37843513500411063,0.378435;0.378177;0.378647;0.378362;0.378641,54.21706805216485,18444.376207098692,,27.672199249267578,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=600 budget=0.3,64,0.9709169054441261,0.9918338108882522,7.7608147989958525,4.410523739992641,0.0,0.6252020070096478,0.625831;0.624869;0.625554;0.625202;0.624608,89.57048811026473,11164.391543439637,,27.680011749267578,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=msmarco_full_R32_L800 ef=600 budget=0.2,64,0.9737535816618911,0.9954154727793696,2495.6648207139806,4.1820565649541095,0.0,0.6350704969954677,0.634601;0.635194;0.635070;0.634405;0.635312,90.98431189046815,10990.905786086003,,38.39302062988281,1204812692,6980,10,True,nid006819,57786391
PyANNS,graph=base_full ef=600 budget=0.2,64,0.977650429799427,0.9967048710601719,7.7608147989958525,4.410523739992641,0.0,0.6439747971016914,0.643975;0.643550;0.644897;0.643093;0.644005,92.25999958476955,10838.933497730928,,27.680011749267578,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=600 budget=0.15,64,0.9797707736389685,0.9977077363896848,7.7608147989958525,4.410523739992641,0.0,0.6658038600580767,0.665552;0.665719;0.666024;0.665804;0.666017,95.38737250115712,10483.567937547177,,27.680011749267578,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=600 budget=0.1,64,0.9808022922636103,0.9981375358166189,7.7608147989958525,4.410523739992641,0.0,0.7035831699613482,0.703583;0.703912;0.702921;0.703429;0.703909,100.7998810832877,9920.646624312305,,27.680011749267578,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=600 budget=0.05,64,0.980945558739255,0.9981375358166189,7.7608147989958525,4.410523739992641,0.0,0.7572944189887494,0.757294;0.756978;0.756340;0.757441;0.757817,108.49490243391826,9217.02289754191,,27.680011749267578,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=1200 budget=0.3,64,0.9817478510028653,0.9967048710601719,7.7608147989958525,4.410523739992641,0.0,1.157529616029933,1.157024;1.159093;1.159364;1.156887;1.157530,165.83518854297034,6030.083294058457,,27.712421417236328,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=msmarco_full_R32_L800 ef=1200 budget=0.2,64,0.9822206303724929,0.9988538681948425,2495.6648207139806,4.1820565649541095,0.0,1.1768082329654135,1.176244;1.177703;1.176808;1.177397;1.175719,168.59716804662085,5931.297729292095,,38.42428970336914,1204812692,6980,10,True,nid006819,57786391
PyANNS,graph=base_full ef=1200 budget=0.2,64,0.9854441260744986,0.9991404011461318,7.7608147989958525,4.410523739992641,0.0,1.1997941219015047,1.199649;1.198496;1.199894;1.199794;1.199904,171.8902753440551,5817.664774801266,,27.712421417236328,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=1200 budget=0.15,64,0.9860601719197708,0.9992836676217765,7.7608147989958525,4.410523739992641,0.0,1.2482996869366616,1.248300;1.248300;1.247464;1.249396;1.248142,178.8394966957968,5591.605984560471,,27.712421417236328,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=1200 budget=0.1,64,0.9864899713467049,0.9995702005730659,7.7608147989958525,4.410523739992641,0.0,1.3397895200178027,1.339790;1.339455;1.338164;1.339804;1.340313,191.9469226386537,5209.773547047339,,27.712421417236328,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=2400 budget=0.3,64,0.9880945558739255,0.9989971346704871,7.7608147989958525,4.410523739992641,0.0,2.1884719179943204,2.188291;2.188890;2.188472;2.189820;2.188274,313.5346587384413,3189.4400575160203,,27.759227752685547,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=2400 budget=0.2,64,0.989297994269341,0.9994269340974212,7.7608147989958525,4.410523739992641,0.0,2.257160265929997,2.257160;2.257144;2.258702;2.257540;2.256987,323.3753962650425,3092.3812125162035,,27.759227752685547,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=2400 budget=0.15,64,0.9899283667621777,0.9995702005730659,7.7608147989958525,4.410523739992641,0.0,2.342328337021172,2.343441;2.342328;2.342239;2.340169;2.343025,335.5771256477324,2979.9408945702,,27.759227752685547,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=2400 budget=0.1,64,0.9900429799426934,0.9997134670487106,7.7608147989958525,4.410523739992641,0.0,2.5252378419972956,2.524943;2.525238;2.525496;2.522541;2.525806,361.78192578757813,2764.0960720275293,,27.759227752685547,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=2400 budget=0.07,64,0.9901432664756447,0.9997134670487106,7.7608147989958525,4.410523739992641,0.0,2.6939842050196603,2.696323;2.693437;2.695148;2.692894;2.693984,385.95762249565337,2590.958026774719,,27.759227752685547,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=2400 budget=0.05,64,0.990243553008596,0.9997134670487106,7.7608147989958525,4.410523739992641,0.0,2.808600642019883,2.808801;2.808418;2.808601;2.807483;2.809300,402.37831547562786,2485.22338689638,,27.759227752685547,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=4800 budget=0.3,64,0.9918767908309456,0.9997134670487106,7.7608147989958525,4.410523739992641,0.0,4.367949267034419,4.368351;4.367949;4.368161;4.361759;4.365107,625.780697282868,1598.0039083052377,,27.821632385253906,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=4800 budget=0.2,64,0.9922349570200573,0.9997134670487106,7.7608147989958525,4.410523739992641,0.0,4.4522036029957235,4.452060;4.452204;4.457172;4.451034;4.455341,637.8515190538286,1567.7629826505274,,27.821632385253906,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=4800 budget=0.15,64,0.9925358166189112,0.9998567335243553,7.7608147989958525,4.410523739992641,0.0,4.5551866460591555,4.554979;4.555187;4.553523;4.555719;4.555821,652.6055366846928,1532.319209365138,,27.821632385253906,1204814548,6980,10,True,nid006355,57786387
PyANNS,graph=base_full ef=4800 budget=0.1,64,0.9927650429799427,1.0,7.7608147989958525,4.410523739992641,0.0,4.79075662093237,4.801394;4.791156;4.790757;4.786443;4.788128,686.3548167524885,1456.9723641359935,,27.821632385253906,1204814548,6980,10,True,nid006355,57786387
SEISMIC,n_postings=500 summary_energy=0.6 centroid_fraction=0.2 max_fraction=6.0 doc_cut=15 nknn=0 n_knn=0 sorted=True query_cut=1 heap_factor=1.0,64,0.5384670487106017,0.7865329512893983,53.92733528709505,4.486205623019487,0.0,0.03677599295042455,0.039287;0.033093;0.036882;0.036776;0.036593,5.268766898341626,189797.73053060204,,10.620960235595703,5331486845,6980,10,False,nid007096,57842801
SEISMIC,n_postings=500 summary_energy=0.7 centroid_fraction=0.4 max_fraction=6.0 doc_cut=15 nknn=0 n_knn=0 sorted=True query_cut=1 heap_factor=1.0,64,0.5642263610315186,0.7869627507163324,55.37567996804137,0.5722912009805441,0.0,0.03725124802440405,0.039320;0.033987;0.037441;0.037251;0.037229,5.336855017822929,187376.27247890487,,10.619270324707031,5519252423,6980,10,False,nid007096,57842801
SEISMIC,n_postings=500 summary_energy=0.6 centroid_fraction=0.3 max_fraction=6.0 doc_cut=15 nknn=0 n_knn=0 sorted=True query_cut=2 heap_factor=1.0,64,0.6330659025787966,0.8833810888252149,53.8415893020574,0.5728073429781944,0.0,0.03804225998464972,0.042551;0.038042;0.035002;0.037958;0.041085,5.450180513560132,183480.16134731408,,10.620758056640625,5353974711,6980,10,False,nid007096,57842801
SEISMIC,n_postings=1000 summary_energy=0.6 centroid_fraction=0.3 max_fraction=6.0 doc_cut=15 nknn=0 n_knn=0 sorted=True query_cut=1 heap_factor=1.0,64,0.6348280802292263,0.8744985673352436,82.55893686495256,0.5718228279147297,0.0,0.038714690948836505,0.040388;0.034714;0.038816;0.038715;0.038395,5.54651732791354,180293.31576543994,,10.62088394165039,6103290375,6980,10,False,nid007096,57842801
SEISMIC,n_postings=500 summary_energy=0.6 centroid_fraction=0.2 max_fraction=6.0 doc_cut=15 nknn=0 n_knn=0 sorted=True query_cut=2 heap_factor=1.0,64,0.6437249283667622,0.883810888252149,53.92733528709505,4.486205623019487,0.0,0.03967365704011172,0.042782;0.039674;0.035794;0.039077;0.042231,5.683905020073312,175935.38183139832,,10.620960235595703,5331486845,6980,10,False,nid007096,57842801
SEISMIC,n_postings=1000 summary_energy=0.7 centroid_fraction=0.4 max_fraction=6.0 doc_cut=15 nknn=0 n_knn=0 sorted=True query_cut=1 heap_factor=1.0,64,0.6817335243553009,0.8750716332378223,84.15632387402002,0.5665872269310057,0.0,0.04009700706228614,0.042019;0.036361;0.041110;0.040097;0.039694,5.7445568857143465,174077.83052628752,,10.619895935058594,6438023231,6980,10,False,nid007096,57842801
SEISMIC,n_postings=1000 summary_energy=0.7 centroid_fraction=0.3 max_fraction=6.0 doc_cut=15 nknn=0 n_knn=0 sorted=True query_cut=1 heap_factor=1.0,64,0.6826361031518625,0.8750716332378223,81.66580296191387,0.5683800029801205,0.0,0.04056930402293801,0.042420;0.036971;0.040569;0.040888;0.040295,5.812221206724644,172051.26309422232,,10.623462677001953,6440263893,6980,10,False,nid007096,57842801
SEISMIC,n_postings=2000 summary_energy=0.6 centroid_fraction=0.4 max_fraction=6.0 doc_cut=15 nknn=0 n_knn=0 sorted=True query_cut=1 heap_factor=1.0,64,0.7055157593123209,0.9269340974212035,143.33740126609337,0.5662727790186182,0.0,0.04135029297322035,0.043345;0.038463;0.041287;0.042202;0.041350,5.924110741149047,168801.70606095708,,10.621589660644531,7584893449,6980,10,False,nid007096,57842801
SEISMIC,n_postings=1000 summary_energy=0.6 centroid_fraction=0.3 max_fraction=6.0 doc_cut=15 nknn=0 n_knn=0 sorted=True query_cut=2 heap_factor=1.0,64,0.775,0.959025787965616,82.55893686495256,0.5718228279147297,0.0,0.04198779503349215,0.045970;0.041988;0.038368;0.041864;0.044419,6.015443414540423,166238.78425700386,,10.62088394165039,6103290375,6980,10,False,nid007096,57842801
SEISMIC,n_postings=2000 summary_energy=0.6 centroid_fraction=0.2 max_fraction=6.0 doc_cut=15 nknn=16 n_knn=4 sorted=True query_cut=1 heap_factor=1.0,64,0.7836103151862465,0.9389684813753582,129.56544244500037,4.160973928002932,0.0,0.04481899600068573,0.047806;0.044029;0.040863;0.044819;0.047381,6.421059598952111,155737.5359299259,,12.966533660888672,7498990536,6980,10,True,nid006044,57842802
SEISMIC,n_postings=2000 summary_energy=0.6 centroid_fraction=0.2 max_fraction=6.0 doc_cut=15 nknn=16 n_knn=8 sorted=True query_cut=1 heap_factor=1.0,64,0.814054441260745,0.9431232091690545,129.56544244500037,4.160973928002932,0.0,0.04484609900100622,0.048216;0.038555;0.047294;0.044846;0.040759,6.424942550287424,155643.41504583013,,12.966533660888672,7498990536,6980,10,True,nid006044,57842802
SEISMIC,n_postings=1000 summary_energy=0.7 centroid_fraction=0.3 max_fraction=6.0 doc_cut=15 nknn=0 n_knn=0 sorted=True query_cut=2 heap_factor=1.0,64,0.8198280802292264,0.9595988538681949,81.66580296191387,0.5683800029801205,0.0,0.04500468203332275,0.046936;0.044553;0.039802;0.045005;0.046462,6.447662182424463,155094.97422583296,,10.623462677001953,6440263893,6980,10,False,nid007096,57842801
SEISMIC,n_postings=2000 summary_energy=0.6 centroid_fraction=0.2 max_fraction=6.0 doc_cut=15 nknn=16 n_knn=16 sorted=True query_cut=1 heap_factor=1.0,64,0.8435100286532952,0.9497134670487106,129.56544244500037,4.160973928002932,0.0,0.046542814998247195,0.043507;0.046543;0.049624;0.040434;0.048931,6.66802507138212,149969.44212039746,,12.966533660888672,7498990536,6980,10,True,nid006044,57842802
SEISMIC,n_postings=2000 summary_energy=0.6 centroid_fraction=0.4 max_fraction=6.0 doc_cut=15 nknn=0 n_knn=0 sorted=True query_cut=2 heap_factor=1.0,64,0.8530372492836676,0.98810888252149,143.33740126609337,0.5662727790186182,0.0,0.047298639081418514,0.050673;0.047118;0.043683;0.047299;0.050168,6.776309323985461,147572.95633780982,,10.621589660644531,7584893449,6980,10,True,nid007096,57842801
